forecast_id,station_id,target_timestamp,lead_time_hours,forecast_issued_at,forecasted_temp_c,forecasted_precip_mm,forecasted_wind_kmh,forecasted_condition,forecasted_umbrella,forecasted_clothing,actual_temp_c,actual_precip_mm,actual_wind_kmh,actual_condition,actual_umbrella,actual_clothing,temp_error_c,precip_error_mm,wind_error_kmh,umbrella_correct,clothing_correct,condition_correct
FCST-002380,WS-004,2025-02-05 03:00:00,3,2025-02-05 00:00:00,-7.2,0,0,clear,0,light_jacket_or_sweater,-7.1,0,0,clear,0,light_jacket_or_sweater,-0.1,0,0,1,1,1
FCST-002381,WS-004,2025-02-05 04:00:00,12,2025-02-04 16:00:00,-4.6,0,16.9,clear,0,heavy_winter_coat_gloves_hat,-4.5,0,19.3,clear,0,heavy_winter_coat_gloves_hat,-0.1,0,-2.4,1,1,1
FCST-002382,WS-004,2025-02-05 05:00:00,1,2025-02-05 04:00:00,-5.2,0,17.5,clear,0,heavy_winter_coat_gloves_hat,-5.4,0,17.8,clear,0,heavy_winter_coat_gloves_hat,0.2,0,-0.3,1,1,1
FCST-002383,WS-004,2025-02-05 06:00:00,6,2025-02-05 00:00:00,-4.1,0.3,9.3,clear,0,winter_coat_scarf_gloves,-4.9,0,9.6,clear,0,winter_coat_scarf_gloves,0.8,0.3,-0.3,1,1,1
FCST-002384,WS-004,2025-02-05 07:00:00,6,2025-02-05 01:00:00,-4.3,0.6,14.0,clear,0,winter_coat_scarf_gloves,-2.5,0,14.4,clear,0,winter_coat_scarf_gloves,-1.8,0.6,-0.4,1,1,1
FCST-002385,WS-004,2025-02-05 08:00:00,3,2025-02-05 05:00:00,-1.6,0,11.3,clear,0,winter_coat_scarf_gloves,-2.0,0,11.8,clear,0,winter_coat_scarf_gloves,0.4,0,-0.5,1,1,1
FCST-002386,WS-004,2025-02-05 09:00:00,12,2025-02-04 21:00:00,2.2,0,5.3,clear,0,warm_jacket_layers,0.0,0,0,clear,0,light_jacket_or_sweater,2.2,0,5.3,1,0,1
FCST-002387,WS-004,2025-02-05 10:00:00,12,2025-02-04 22:00:00,0.0,0.5,2.0,clear,0,warm_jacket_layers,0.0,0,0,clear,0,light_jacket_or_sweater,0.0,0.5,2.0,1,0,1
FCST-002388,WS-004,2025-02-05 11:00:00,3,2025-02-05 08:00:00,0.6,0.2,20.1,clear,0,winter_coat_scarf_gloves,0.8,0,18.7,clear,0,winter_coat_scarf_gloves,-0.2,0.2,1.4,1,1,1
FCST-002389,WS-004,2025-02-05 12:00:00,6,2025-02-05 06:00:00,-0.4,0.2,10.8,clear,0,winter_coat_scarf_gloves,0.2,0,9.8,clear,0,winter_coat_scarf_gloves,-0.6,0.2,1.0,1,1,1
FCST-002390,WS-004,2025-02-05 13:00:00,6,2025-02-05 07:00:00,4.3,0.1,1.3,partly_cloudy,0,warm_jacket_layers,1.1,0,0,clear,0,light_jacket_or_sweater,3.2,0.1,1.3,1,0,0
FCST-002391,WS-004,2025-02-05 14:00:00,1,2025-02-05 13:00:00,1.1,0,0,clear,0,light_jacket_or_sweater,0.7,0,0,clear,0,light_jacket_or_sweater,0.4,0,0,1,1,1
FCST-002392,WS-004,2025-02-05 15:00:00,24,2025-02-04 15:00:00,6.0,0.9,0,heavy_snow,0,long_sleeves_light_layer,-1.1,0,5.5,clear,0,winter_coat_scarf_gloves,7.1,0.9,-5.5,1,0,0
FCST-002393,WS-004,2025-02-05 16:00:00,1,2025-02-05 15:00:00,-1.5,0,12.3,clear,0,winter_coat_scarf_gloves,-1.7,0,11.3,clear,0,winter_coat_scarf_gloves,0.2,0,1.0,1,1,1
FCST-002394,WS-004,2025-02-05 17:00:00,1,2025-02-05 16:00:00,-2.9,0,21.6,clear,0,winter_coat_scarf_gloves,-2.9,0,22.4,clear,0,winter_coat_scarf_gloves,0.0,0,-0.8,1,1,1
FCST-002395,WS-004,2025-02-05 18:00:00,6,2025-02-05 12:00:00,-3.5,0.2,16.0,clear,0,winter_coat_scarf_gloves,-2.8,0,15.2,clear,0,winter_coat_scarf_gloves,-0.7,0.2,0.8,1,1,1
FCST-002396,WS-004,2025-02-05 19:00:00,6,2025-02-05 13:00:00,-5.3,0,0.3,clear,0,winter_coat_scarf_gloves,-5.4,0,0,clear,0,light_jacket_or_sweater,0.1,0,0.3,1,0,1
FCST-002397,WS-004,2025-02-05 20:00:00,12,2025-02-05 08:00:00,-7.1,0,0,clear,0,light_jacket_or_sweater,-6.2,0,7.1,clear,0,winter_coat_scarf_gloves,-0.9,0,-7.1,1,0,1
FCST-002398,WS-004,2025-02-05 21:00:00,3,2025-02-05 18:00:00,-7.9,0,2.5,clear,0,winter_coat_scarf_gloves,-7.7,0,4.1,clear,0,winter_coat_scarf_gloves,-0.2,0,-1.6,1,1,1
FCST-002399,WS-004,2025-02-05 22:00:00,1,2025-02-05 21:00:00,-9.7,0,8.3,clear,0,heavy_winter_coat_gloves_hat,-9.3,0,7.7,clear,0,heavy_winter_coat_gloves_hat,-0.4,0,0.6,1,1,1
FCST-002400,WS-004,2025-02-05 23:00:00,24,2025-02-04 23:00:00,-13.6,0.4,0,fog,0,warm_jacket_layers,-8.9,0,10.5,clear,0,heavy_winter_coat_gloves_hat,-4.7,0.4,-10.5,1,0,0
FCST-002401,WS-010,2025-02-28 00:00:00,12,2025-02-27 12:00:00,-8.7,0.1,4.7,clear,0,heavy_winter_coat_gloves_hat,-9.3,0,3.0,clear,0,heavy_winter_coat_gloves_hat,0.6,0.1,1.7,1,1,1
FCST-002402,WS-010,2025-02-28 01:00:00,3,2025-02-27 22:00:00,-8.7,0.0,11.9,clear,0,heavy_winter_coat_gloves_hat,-8.3,0,10.3,clear,0,heavy_winter_coat_gloves_hat,-0.4,0.0,1.6,1,1,1
FCST-002403,WS-010,2025-02-28 02:00:00,3,2025-02-27 23:00:00,-8.1,0.2,10.4,clear,0,heavy_winter_coat_gloves_hat,-8.0,0,10.0,clear,0,heavy_winter_coat_gloves_hat,-0.1,0.2,0.4,1,1,1
FCST-002404,WS-010,2025-02-28 03:00:00,3,2025-02-28 00:00:00,-6.4,0,12.9,clear,0,heavy_winter_coat_gloves_hat,-6.6,0,14.9,clear,0,heavy_winter_coat_gloves_hat,0.2,0,-2.0,1,1,1
FCST-002405,WS-010,2025-02-28 04:00:00,24,2025-02-27 04:00:00,-4.4,2.0,1.1,partly_cloudy,0,winter_coat_scarf_gloves,-6.7,0,10.0,clear,0,heavy_winter_coat_gloves_hat,2.3,2.0,-8.9,1,0,0
FCST-002406,WS-010,2025-02-28 05:00:00,24,2025-02-27 05:00:00,-8.1,0,0,clear,0,light_jacket_or_sweater,-5.1,0,1.4,clear,0,winter_coat_scarf_gloves,-3.0,0,-1.4,1,0,1
FCST-002407,WS-010,2025-02-28 06:00:00,3,2025-02-28 03:00:00,-3.9,0.0,10.2,clear,0,winter_coat_scarf_gloves,-3.8,0,8.6,clear,0,winter_coat_scarf_gloves,-0.1,0.0,1.6,1,1,1
FCST-002408,WS-010,2025-02-28 07:00:00,3,2025-02-28 04:00:00,-1.7,0.1,12.0,clear,0,winter_coat_scarf_gloves,-2.1,0,9.2,clear,0,winter_coat_scarf_gloves,0.4,0.1,2.8,1,1,1
FCST-002409,WS-010,2025-02-28 08:00:00,12,2025-02-27 20:00:00,1.4,0,0,clear,0,light_jacket_or_sweater,-0.9,0,3.9,clear,0,winter_coat_scarf_gloves,2.3,0,-3.9,1,0,1
FCST-002410,WS-010,2025-02-28 09:00:00,1,2025-02-28 08:00:00,-1.6,0,4.3,clear,0,winter_coat_scarf_gloves,-1.1,0,4.0,clear,0,winter_coat_scarf_gloves,-0.5,0,0.3,1,1,1
FCST-002411,WS-010,2025-02-28 10:00:00,3,2025-02-28 07:00:00,0.2,0.2,3.4,clear,0,winter_coat_scarf_gloves,0.8,0,4.1,clear,0,winter_coat_scarf_gloves,-0.6,0.2,-0.7,1,1,1
FCST-002412,WS-010,2025-02-28 11:00:00,12,2025-02-27 23:00:00,-0.8,0,1.8,clear,0,winter_coat_scarf_gloves,1.8,0,0.4,clear,0,warm_jacket_layers,-2.6,0,1.4,1,0,1
FCST-002413,WS-010,2025-02-28 12:00:00,24,2025-02-27 12:00:00,6.5,0,4.8,snow,0,warm_jacket_layers,1.8,0,5.4,clear,0,warm_jacket_layers,4.7,0,-0.6,1,1,0
FCST-002414,WS-010,2025-02-28 13:00:00,24,2025-02-27 13:00:00,3.2,0.3,3.9,clear,0,warm_jacket_layers,0.5,0,0,clear,0,light_jacket_or_sweater,2.7,0.3,3.9,1,0,1
FCST-002415,WS-010,2025-02-28 14:00:00,24,2025-02-27 14:00:00,13.1,0.7,0,snow,0,light_jacket_or_sweater,-0.2,0,0,clear,0,light_jacket_or_sweater,13.3,0.7,0,1,1,0
FCST-002416,WS-010,2025-02-28 15:00:00,24,2025-02-27 15:00:00,8.5,0.2,0,cloudy,0,long_sleeves_light_layer,-0.1,0,2.0,clear,0,warm_jacket_layers,8.6,0.2,-2.0,1,0,0
FCST-002417,WS-010,2025-02-28 16:00:00,6,2025-02-28 10:00:00,-0.4,0.0,14.9,clear,0,winter_coat_scarf_gloves,-2.6,0,15.2,clear,0,winter_coat_scarf_gloves,2.2,0.0,-0.3,1,1,1
FCST-002418,WS-010,2025-02-28 17:00:00,3,2025-02-28 14:00:00,-3.8,0.2,8.1,clear,0,winter_coat_scarf_gloves,-4.4,0,9.4,clear,0,winter_coat_scarf_gloves,0.6,0.2,-1.3,1,1,1
FCST-002419,WS-010,2025-02-28 18:00:00,12,2025-02-28 06:00:00,-4.7,1.2,10.7,clear,0,winter_coat_scarf_gloves,-3.8,0,9.1,clear,0,winter_coat_scarf_gloves,-0.9,1.2,1.6,1,1,1
FCST-002420,WS-010,2025-02-28 19:00:00,24,2025-02-27 19:00:00,1.2,0.3,0,snow,0,light_jacket_or_sweater,-3.9,0,9.6,clear,0,winter_coat_scarf_gloves,5.1,0.3,-9.6,1,0,0
FCST-002421,WS-010,2025-02-28 20:00:00,24,2025-02-27 20:00:00,-6.0,1.1,0,clear,0,light_jacket_or_sweater,-6.1,0,19.6,clear,0,heavy_winter_coat_gloves_hat,0.1,1.1,-19.6,1,0,1
FCST-002422,WS-010,2025-02-28 21:00:00,3,2025-02-28 18:00:00,-6.8,0,0,clear,0,light_jacket_or_sweater,-6.4,0,0,clear,0,light_jacket_or_sweater,-0.4,0,0,1,1,1
FCST-002423,WS-010,2025-02-28 22:00:00,12,2025-02-28 10:00:00,-11.7,0.7,0,cloudy,0,warm_jacket_layers,-8.4,0,3.4,clear,0,winter_coat_scarf_gloves,-3.3,0.7,-3.4,1,0,0
FCST-002424,WS-010,2025-02-28 23:00:00,12,2025-02-28 11:00:00,-5.4,0,0,clear,0,light_jacket_or_sweater,-9.7,0,3.9,clear,0,heavy_winter_coat_gloves_hat,4.3,0,-3.9,1,0,1
FCST-002425,WS-010,2025-05-13 00:00:00,12,2025-05-12 12:00:00,10.6,0,10.4,clear,0,light_jacket_or_sweater,10.5,0,9.4,clear,0,light_jacket_or_sweater,0.1,0,1.0,1,1,1
FCST-002426,WS-010,2025-05-13 01:00:00,24,2025-05-12 01:00:00,11.5,0.3,38.7,clear,0,light_jacket_or_sweater,13.5,0,23.3,clear,0,light_jacket_or_sweater,-2.0,0.3,15.4,1,1,1
FCST-002427,WS-010,2025-05-13 02:00:00,6,2025-05-12 20:00:00,14.7,0,0,clear,0,light_jacket_or_sweater,13.6,0,0,clear,0,light_jacket_or_sweater,1.1,0,0,1,1,1
FCST-002428,WS-010,2025-05-13 03:00:00,24,2025-05-12 03:00:00,3.6,0.7,20.5,rain,1,winter_coat_scarf_gloves,13.4,0,9.4,clear,0,light_jacket_or_sweater,-9.8,0.7,11.1,0,0,0
FCST-002429,WS-010,2025-05-13 04:00:00,12,2025-05-12 16:00:00,12.7,0,0,clear,0,light_jacket_or_sweater,15.5,0,3.4,clear,0,long_sleeves_light_layer,-2.8,0,-3.4,1,0,1
FCST-002430,WS-010,2025-05-13 05:00:00,24,2025-05-12 05:00:00,11.3,0,21.9,cloudy,0,light_jacket_or_sweater,15.7,0,12.3,clear,0,long_sleeves_light_layer,-4.4,0,9.6,1,0,0
FCST-002431,WS-010,2025-05-13 06:00:00,3,2025-05-13 03:00:00,17.6,0.2,16.9,clear,0,long_sleeves_light_layer,17.3,0,14.8,clear,0,long_sleeves_light_layer,0.3,0.2,2.1,1,1,1
FCST-002432,WS-010,2025-05-13 07:00:00,6,2025-05-13 01:00:00,19.5,0,6.4,clear,0,long_sleeves_light_layer,19.1,0,9.9,clear,0,long_sleeves_light_layer,0.4,0,-3.5,1,1,1
FCST-002433,WS-010,2025-05-13 08:00:00,1,2025-05-13 07:00:00,20.3,0.1,12.5,clear,0,long_sleeves_light_layer,20.4,0,12.4,clear,0,long_sleeves_light_layer,-0.1,0.1,0.1,1,1,1
FCST-002434,WS-010,2025-05-13 09:00:00,6,2025-05-13 03:00:00,17.7,0.0,17.9,clear,0,long_sleeves_light_layer,19.6,0,15.1,clear,0,long_sleeves_light_layer,-1.9,0.0,2.8,1,1,1
FCST-002435,WS-010,2025-05-13 10:00:00,1,2025-05-13 09:00:00,21.4,0,0,clear,0,long_sleeves_light_layer,21.5,0,0,clear,0,long_sleeves_light_layer,-0.1,0,0,1,1,1
FCST-002436,WS-010,2025-05-13 11:00:00,1,2025-05-13 10:00:00,21.3,0.0,2.6,clear,0,long_sleeves_light_layer,21.3,0,1.3,clear,0,long_sleeves_light_layer,0.0,0.0,1.3,1,1,1
FCST-002437,WS-010,2025-05-13 12:00:00,24,2025-05-12 12:00:00,22.9,0,0,clear,0,t_shirt_comfortable,22.3,0,5.5,clear,0,t_shirt_comfortable,0.6,0,-5.5,1,1,1
FCST-002438,WS-010,2025-05-13 13:00:00,6,2025-05-13 07:00:00,23.7,0,16.1,clear,0,t_shirt_comfortable,23.2,0,17.7,clear,0,t_shirt_comfortable,0.5,0,-1.6,1,1,1
FCST-002439,WS-010,2025-05-13 14:00:00,12,2025-05-13 02:00:00,22.6,0.1,14.0,clear,0,t_shirt_comfortable,23.4,0,15.6,clear,0,t_shirt_comfortable,-0.8,0.1,-1.6,1,1,1
FCST-002440,WS-010,2025-05-13 15:00:00,24,2025-05-12 15:00:00,16.2,0,7.8,heavy_rain,1,long_sleeves_light_layer,20.8,0,0,clear,0,long_sleeves_light_layer,-4.6,0,7.8,0,1,0
FCST-002441,WS-010,2025-05-13 16:00:00,12,2025-05-13 04:00:00,18.0,0,6.3,clear,0,long_sleeves_light_layer,18.7,0,5.3,clear,0,long_sleeves_light_layer,-0.7,0,1.0,1,1,1
FCST-002442,WS-010,2025-05-13 17:00:00,1,2025-05-13 16:00:00,19.2,0,0.3,clear,0,long_sleeves_light_layer,18.8,0,0,clear,0,long_sleeves_light_layer,0.4,0,0.3,1,1,1
FCST-002443,WS-010,2025-05-13 18:00:00,6,2025-05-13 12:00:00,17.2,0.5,4.7,clear,0,long_sleeves_light_layer,16.4,0,0,clear,0,long_sleeves_light_layer,0.8,0.5,4.7,1,1,1
FCST-002444,WS-010,2025-05-13 19:00:00,12,2025-05-13 07:00:00,15.1,1.0,7.7,clear,0,long_sleeves_light_layer,15.8,0,8.4,clear,0,long_sleeves_light_layer,-0.7,1.0,-0.7,1,1,1
FCST-002445,WS-010,2025-05-13 20:00:00,12,2025-05-13 08:00:00,13.8,0,15.1,clear,0,light_jacket_or_sweater,13.6,0,17.1,clear,0,light_jacket_or_sweater,0.2,0,-2.0,1,1,1
FCST-002446,WS-010,2025-05-13 21:00:00,6,2025-05-13 15:00:00,14.7,0.1,16.2,clear,0,light_jacket_or_sweater,14.4,0,18.1,clear,0,light_jacket_or_sweater,0.3,0.1,-1.9,1,1,1
FCST-002447,WS-010,2025-05-13 22:00:00,24,2025-05-12 22:00:00,15.2,0,0,heavy_rain,1,long_sleeves_light_layer,13.6,0,13.7,clear,0,light_jacket_or_sweater,1.6,0,-13.7,0,0,0
FCST-002448,WS-010,2025-05-13 23:00:00,12,2025-05-13 11:00:00,13.4,0.1,0,clear,0,light_jacket_or_sweater,12.4,0,0,clear,0,light_jacket_or_sweater,1.0,0.1,0,1,1,1
FCST-002449,WS-003,2025-02-13 00:00:00,12,2025-02-12 12:00:00,-8.8,0,0,heavy_snow,0,warm_jacket_layers,-11.9,0,0,clear,0,warm_jacket_layers,3.1,0,0,1,1,0
FCST-002450,WS-003,2025-02-13 01:00:00,3,2025-02-12 22:00:00,-11.5,0.1,16.2,clear,0,heavy_winter_coat_gloves_hat,-11.5,0,17.3,clear,0,heavy_winter_coat_gloves_hat,0.0,0.1,-1.1,1,1,1
FCST-002451,WS-003,2025-02-13 02:00:00,3,2025-02-12 23:00:00,-9.5,0,15.8,clear,0,heavy_winter_coat_gloves_hat,-8.8,0,15.0,clear,0,heavy_winter_coat_gloves_hat,-0.7,0,0.8,1,1,1
FCST-002452,WS-003,2025-02-13 03:00:00,12,2025-02-12 15:00:00,-8.0,0,15.2,clear,0,heavy_winter_coat_gloves_hat,-9.8,0,12.6,clear,0,heavy_winter_coat_gloves_hat,1.8,0,2.6,1,1,1
FCST-002453,WS-003,2025-02-13 04:00:00,12,2025-02-12 16:00:00,-11.5,0,19.6,clear,0,heavy_winter_coat_gloves_hat,-8.4,0,18.9,clear,0,heavy_winter_coat_gloves_hat,-3.1,0,0.7,1,1,1
FCST-002454,WS-003,2025-02-13 05:00:00,12,2025-02-12 17:00:00,-5.4,0,10.2,clear,0,winter_coat_scarf_gloves,-6.6,0,8.2,clear,0,heavy_winter_coat_gloves_hat,1.2,0,2.0,1,0,1
FCST-002455,WS-003,2025-02-13 06:00:00,24,2025-02-12 06:00:00,-3.4,0,16.8,clear,0,winter_coat_scarf_gloves,-6.3,0,12.3,clear,0,heavy_winter_coat_gloves_hat,2.9,0,4.5,1,0,1
FCST-002456,WS-003,2025-02-13 07:00:00,12,2025-02-12 19:00:00,-2.6,0.7,0,clear,0,light_jacket_or_sweater,-4.6,0,11.1,clear,0,winter_coat_scarf_gloves,2.0,0.7,-11.1,1,0,1
FCST-002457,WS-003,2025-02-13 08:00:00,6,2025-02-13 02:00:00,-2.1,0,13.0,clear,0,winter_coat_scarf_gloves,-2.7,0,8.3,clear,0,winter_coat_scarf_gloves,0.6,0,4.7,1,1,1
FCST-002458,WS-003,2025-02-13 09:00:00,12,2025-02-12 21:00:00,-3.6,0,13.9,clear,0,winter_coat_scarf_gloves,-2.0,0,4.7,clear,0,winter_coat_scarf_gloves,-1.6,0,9.2,1,1,1
FCST-002459,WS-003,2025-02-13 10:00:00,6,2025-02-13 04:00:00,1.3,0,17.5,clear,0,winter_coat_scarf_gloves,0.5,0,15.9,clear,0,winter_coat_scarf_gloves,0.8,0,1.6,1,1,1
FCST-002460,WS-003,2025-02-13 11:00:00,6,2025-02-13 05:00:00,0.8,0.2,0,clear,0,light_jacket_or_sweater,-0.8,0,0.6,clear,0,warm_jacket_layers,1.6,0.2,-0.6,1,0,1
FCST-002461,WS-003,2025-02-13 12:00:00,12,2025-02-13 00:00:00,2.0,0.4,6.0,clear,0,warm_jacket_layers,-0.2,0,11.2,clear,0,winter_coat_scarf_gloves,2.2,0.4,-5.2,1,0,1
FCST-002462,WS-003,2025-02-13 13:00:00,1,2025-02-13 12:00:00,0.1,0,9.7,clear,0,winter_coat_scarf_gloves,0.2,0,9.1,clear,0,winter_coat_scarf_gloves,-0.1,0,0.6,1,1,1
FCST-002463,WS-003,2025-02-13 14:00:00,1,2025-02-13 13:00:00,-1.8,0.1,5.7,clear,0,winter_coat_scarf_gloves,-1.9,0,5.2,clear,0,winter_coat_scarf_gloves,0.1,0.1,0.5,1,1,1
FCST-002464,WS-003,2025-02-13 15:00:00,1,2025-02-13 14:00:00,-1.8,0,7.2,clear,0,winter_coat_scarf_gloves,-1.7,0,6.9,clear,0,winter_coat_scarf_gloves,-0.1,0,0.3,1,1,1
FCST-002465,WS-003,2025-02-13 16:00:00,24,2025-02-12 16:00:00,-1.9,0.2,16.8,clear,0,winter_coat_scarf_gloves,-2.6,0,7.1,clear,0,winter_coat_scarf_gloves,0.7,0.2,9.7,1,1,1
FCST-002466,WS-003,2025-02-13 17:00:00,6,2025-02-13 11:00:00,-5.5,0,7.0,clear,0,winter_coat_scarf_gloves,-4.6,0,8.5,clear,0,winter_coat_scarf_gloves,-0.9,0,-1.5,1,1,1
FCST-002467,WS-003,2025-02-13 18:00:00,24,2025-02-12 18:00:00,-5.1,0.7,13.9,clear,0,heavy_winter_coat_gloves_hat,-5.3,0,8.3,clear,0,winter_coat_scarf_gloves,0.2,0.7,5.6,1,0,1
FCST-002468,WS-003,2025-02-13 19:00:00,1,2025-02-13 18:00:00,-7.1,0,10.6,clear,0,heavy_winter_coat_gloves_hat,-7.3,0,9.9,clear,0,heavy_winter_coat_gloves_hat,0.2,0,0.7,1,1,1
FCST-002469,WS-003,2025-02-13 20:00:00,1,2025-02-13 19:00:00,-8.0,0.0,11.8,clear,0,heavy_winter_coat_gloves_hat,-7.8,0,11.3,clear,0,heavy_winter_coat_gloves_hat,-0.2,0.0,0.5,1,1,1
FCST-002470,WS-003,2025-02-13 21:00:00,6,2025-02-13 15:00:00,-6.6,0.3,0,clear,0,light_jacket_or_sweater,-7.7,0,0,clear,0,light_jacket_or_sweater,1.1,0.3,0,1,1,1
FCST-002471,WS-003,2025-02-13 22:00:00,1,2025-02-13 21:00:00,-11.8,0,17.3,clear,0,heavy_winter_coat_gloves_hat,-11.8,0,17.7,clear,0,heavy_winter_coat_gloves_hat,0.0,0,-0.4,1,1,1
FCST-002472,WS-003,2025-02-13 23:00:00,6,2025-02-13 17:00:00,-8.9,0.4,8.1,snow,0,heavy_winter_coat_gloves_hat,-12.1,0,6.8,clear,0,heavy_winter_coat_gloves_hat,3.2,0.4,1.3,1,1,0
FCST-002473,WS-008,2025-02-13 00:00:00,6,2025-02-12 18:00:00,-12.1,0.2,0,clear,0,warm_jacket_layers,-13.2,0,0,clear,0,warm_jacket_layers,1.1,0.2,0,1,1,1
FCST-002474,WS-008,2025-02-13 01:00:00,6,2025-02-12 19:00:00,-10.6,0.2,6.1,clear,0,heavy_winter_coat_gloves_hat,-13.0,0,4.2,clear,0,heavy_winter_coat_gloves_hat,2.4,0.2,1.9,1,1,1
FCST-002475,WS-008,2025-02-13 02:00:00,24,2025-02-12 02:00:00,-22.6,0.0,10.8,cloudy,0,heavy_winter_coat_gloves_hat,-12.1,0,8.0,clear,0,heavy_winter_coat_gloves_hat,-10.5,0.0,2.8,1,1,0
FCST-002476,WS-008,2025-02-13 03:00:00,1,2025-02-13 02:00:00,-12.0,0.0,13.8,clear,0,heavy_winter_coat_gloves_hat,-11.6,0,14.2,clear,0,heavy_winter_coat_gloves_hat,-0.4,0.0,-0.4,1,1,1
FCST-002477,WS-008,2025-02-13 04:00:00,3,2025-02-13 01:00:00,-11.1,0.1,0,clear,0,warm_jacket_layers,-11.1,0,0.2,clear,0,winter_coat_scarf_gloves,0.0,0.1,-0.2,1,0,1
FCST-002478,WS-008,2025-02-13 05:00:00,3,2025-02-13 02:00:00,-9.1,0.0,4.3,clear,0,heavy_winter_coat_gloves_hat,-9.3,0,2.3,clear,0,winter_coat_scarf_gloves,0.2,0.0,2.0,1,0,1
FCST-002479,WS-008,2025-02-13 06:00:00,12,2025-02-12 18:00:00,-11.6,0,10.4,heavy_rain,1,heavy_winter_coat_gloves_hat,-7.8,0,8.0,clear,0,heavy_winter_coat_gloves_hat,-3.8,0,2.4,0,1,0
FCST-002480,WS-008,2025-02-13 07:00:00,6,2025-02-13 01:00:00,-7.6,0,12.5,clear,0,heavy_winter_coat_gloves_hat,-6.0,0,13.5,clear,0,heavy_winter_coat_gloves_hat,-1.6,0,-1.0,1,1,1
FCST-002481,WS-008,2025-02-13 08:00:00,6,2025-02-13 02:00:00,-7.2,0,18.3,clear,0,heavy_winter_coat_gloves_hat,-6.8,0,15.2,clear,0,heavy_winter_coat_gloves_hat,-0.4,0,3.1,1,1,1
FCST-002482,WS-008,2025-02-13 09:00:00,12,2025-02-12 21:00:00,-8.4,0.5,0,heavy_snow,0,warm_jacket_layers,-2.7,0,5.4,clear,0,winter_coat_scarf_gloves,-5.7,0.5,-5.4,1,0,0
FCST-002483,WS-008,2025-02-13 10:00:00,3,2025-02-13 07:00:00,-3.3,0.1,1.7,clear,0,winter_coat_scarf_gloves,-3.6,0,0,clear,0,light_jacket_or_sweater,0.3,0.1,1.7,1,0,1
FCST-002484,WS-008,2025-02-13 11:00:00,6,2025-02-13 05:00:00,-2.9,0.2,3.7,clear,0,winter_coat_scarf_gloves,-2.7,0,7.3,clear,0,winter_coat_scarf_gloves,-0.2,0.2,-3.6,1,1,1
FCST-002485,WS-008,2025-02-13 12:00:00,3,2025-02-13 09:00:00,-3.8,0,10.6,clear,0,winter_coat_scarf_gloves,-4.3,0,11.0,clear,0,winter_coat_scarf_gloves,0.5,0,-0.4,1,1,1
FCST-002486,WS-008,2025-02-13 13:00:00,1,2025-02-13 12:00:00,-4.2,0.0,7.8,clear,0,winter_coat_scarf_gloves,-4.0,0,7.6,clear,0,winter_coat_scarf_gloves,-0.2,0.0,0.2,1,1,1
FCST-002487,WS-008,2025-02-13 14:00:00,1,2025-02-13 13:00:00,-4.5,0,15.9,clear,0,heavy_winter_coat_gloves_hat,-4.3,0,15.6,clear,0,winter_coat_scarf_gloves,-0.2,0,0.3,1,0,1
FCST-002488,WS-008,2025-02-13 15:00:00,12,2025-02-13 03:00:00,-9.1,0.3,0,partly_cloudy,0,warm_jacket_layers,-5.4,0,0,clear,0,light_jacket_or_sweater,-3.7,0.3,0,1,0,0
FCST-002489,WS-008,2025-02-13 16:00:00,3,2025-02-13 13:00:00,-5.5,0,11.4,clear,0,heavy_winter_coat_gloves_hat,-5.1,0,11.4,clear,0,winter_coat_scarf_gloves,-0.4,0,0.0,1,0,1
FCST-002490,WS-008,2025-02-13 17:00:00,24,2025-02-12 17:00:00,-4.0,0,14.2,heavy_snow,0,winter_coat_scarf_gloves,-7.6,0,4.3,clear,0,winter_coat_scarf_gloves,3.6,0,9.9,1,1,0
FCST-002491,WS-008,2025-02-13 18:00:00,3,2025-02-13 15:00:00,-8.9,0.2,4.8,clear,0,heavy_winter_coat_gloves_hat,-7.6,0,5.3,clear,0,heavy_winter_coat_gloves_hat,-1.3,0.2,-0.5,1,1,1
FCST-002492,WS-008,2025-02-13 19:00:00,12,2025-02-13 07:00:00,-7.5,1.5,12.9,clear,0,heavy_winter_coat_gloves_hat,-10.2,0,9.4,clear,0,heavy_winter_coat_gloves_hat,2.7,1.5,3.5,1,1,1
FCST-002493,WS-008,2025-02-13 20:00:00,24,2025-02-12 20:00:00,-2.3,2.1,3.1,snow,1,winter_coat_scarf_gloves,-10.9,0,14.3,clear,0,heavy_winter_coat_gloves_hat,8.6,2.1,-11.2,0,0,0
FCST-002494,WS-008,2025-02-13 21:00:00,12,2025-02-13 09:00:00,-7.9,0,25.0,clear,0,heavy_winter_coat_gloves_hat,-10.6,0,24.6,clear,0,heavy_winter_coat_gloves_hat,2.7,0,0.4,1,1,1
FCST-002495,WS-008,2025-02-13 22:00:00,6,2025-02-13 16:00:00,-8.8,0.8,15.4,clear,0,heavy_winter_coat_gloves_hat,-11.5,0,16.0,clear,0,heavy_winter_coat_gloves_hat,2.7,0.8,-0.6,1,1,1
FCST-002496,WS-008,2025-02-13 23:00:00,3,2025-02-13 20:00:00,-12.6,0.1,11.3,clear,0,heavy_winter_coat_gloves_hat,-12.7,0,12.7,clear,0,heavy_winter_coat_gloves_hat,0.1,0.1,-1.4,1,1,1
