summary_id,station_id,station_name,climate_zone,date,month,day_of_week,is_weekend,season,temp_min_c,temp_max_c,temp_avg_c,feels_like_min_c,feels_like_max_c,total_precipitation_mm,snow_hours,rain_hours,max_wind_kmh,max_gust_kmh,avg_humidity_pct,max_uv_index,dominant_condition,thunderstorm_occurred,avg_outdoor_suitability,best_outdoor_hour,umbrella_recommended,clothing_morning,clothing_afternoon,clothing_evening,day_summary_text
DAY-01037,WS-006,Susehri,temperate,2025-05-12,5,0,0,spring,8.1,20.1,13.8,8.6,20.1,0,0,0,21.1,41.1,48.8,7.9,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 8.1–20.1°C. Best time outdoors: 6:00.
DAY-01038,WS-006,Susehri,temperate,2025-05-13,5,1,0,spring,5.7,15.2,10.6,3.3,17.2,12.9,0,24,17.2,31.7,75.0,4.6,drizzle,0,6.0,6,1,light_jacket_or_sweater,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp 5.7–15.2°C. Rain 12.9mm. Best time outdoors: 6:00.
DAY-01039,WS-006,Susehri,temperate,2025-05-14,5,2,0,spring,11.1,22.0,15.8,11.1,22.0,0,0,0,16.4,31.2,48.3,7.4,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 11.1–22.0°C. Best time outdoors: 6:00.
DAY-01040,WS-006,Susehri,temperate,2025-05-15,5,3,0,spring,8.6,19.3,13.9,7.1,19.3,10.9,0,21,24.9,32.6,75.6,3.7,drizzle,0,6.5,8,1,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 8.6–19.3°C. Rain 10.9mm. Best time outdoors: 8:00.
DAY-01041,WS-006,Susehri,temperate,2025-05-16,5,4,0,spring,10.0,20.7,15.1,8.1,20.7,24.9,0,24,18.1,27.4,77.4,4.4,drizzle,0,6.0,6,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 10.0–20.7°C. Rain 24.9mm. Best time outdoors: 6:00.
DAY-01042,WS-006,Susehri,temperate,2025-05-17,5,5,1,spring,13.4,25.6,19.5,13.4,25.6,0,0,0,20.8,28.3,53.3,7.5,clear,0,10.0,6,0,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 13.4–25.6°C. Best time outdoors: 6:00.
DAY-01043,WS-006,Susehri,temperate,2025-05-18,5,6,1,spring,12.1,24.4,17.4,12.1,24.4,0,0,0,17.3,27.7,50.7,7.5,clear,0,10.0,6,0,long_sleeves_light_layer,t_shirt_comfortable,light_jacket_or_sweater,Clear day. Temp 12.1–24.4°C. Best time outdoors: 6:00.
DAY-01044,WS-006,Susehri,temperate,2025-05-19,5,0,0,spring,7.6,18.4,12.9,5.2,18.5,11.4,0,23,22.5,35.0,79.9,4.3,drizzle,0,6.2,6,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 7.6–18.4°C. Rain 11.4mm. Best time outdoors: 6:00.
DAY-01045,WS-006,Susehri,temperate,2025-05-20,5,1,0,spring,5.0,15.7,10.3,2.7,15.7,11.2,0,22,18.8,34.4,79.0,3.6,drizzle,0,6.3,15,1,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp 5.0–15.7°C. Rain 11.2mm. Best time outdoors: 15:00.
DAY-01046,WS-006,Susehri,temperate,2025-05-21,5,2,0,spring,7.0,17.7,12.6,4.1,19.1,9.7,0,24,21.4,40.5,77.6,4.1,drizzle,0,6.0,6,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 7.0–17.7°C. Rain 9.7mm. Best time outdoors: 6:00.
DAY-01047,WS-006,Susehri,temperate,2025-05-22,5,3,0,spring,3.9,16.5,10.6,1.1,17.0,21.5,0,22,21.6,35.2,74.6,4.4,drizzle,0,6.3,8,1,warm_jacket_layers,long_sleeves_light_layer,warm_jacket_layers,Drizzle day. Temp 3.9–16.5°C. Rain 21.5mm. Best time outdoors: 8:00.
DAY-01048,WS-006,Susehri,temperate,2025-05-23,5,4,0,spring,8.7,20.6,14.8,6.7,20.6,25.7,0,24,18.1,34.6,77.4,4.2,drizzle,0,6.0,6,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 8.7–20.6°C. Rain 25.7mm. Best time outdoors: 6:00.
DAY-01049,WS-006,Susehri,temperate,2025-05-24,5,5,1,spring,4.6,16.8,10.7,5.0,17.9,0,0,0,18.9,33.3,48.4,7.5,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,long_sleeves_light_layer,Clear day. Temp 4.6–16.8°C. Best time outdoors: 6:00.
DAY-01050,WS-006,Susehri,temperate,2025-05-25,5,6,1,spring,7.0,19.2,12.8,4.5,19.2,32.8,0,24,21.2,37.9,75.9,4.4,drizzle,1,5.8,6,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 7.0–19.2°C. Rain 32.8mm. Best time outdoors: 6:00.
DAY-01051,WS-006,Susehri,temperate,2025-05-26,5,0,0,spring,8.0,19.5,13.7,6.6,19.5,0,0,0,20.7,38.1,48.3,8.0,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 8.0–19.5°C. Best time outdoors: 6:00.
DAY-01052,WS-006,Susehri,temperate,2025-05-27,5,1,0,spring,7.0,18.1,12.5,4.1,18.1,0,0,0,25.8,32.4,55.1,8.0,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 7.0–18.1°C. Best time outdoors: 6:00.
DAY-01053,WS-006,Susehri,temperate,2025-05-28,5,2,0,spring,9.1,19.2,14.3,6.8,19.2,30.2,0,24,18.3,33.3,77.3,4.1,drizzle,0,6.0,6,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 9.1–19.2°C. Rain 30.2mm. Best time outdoors: 6:00.
DAY-01054,WS-006,Susehri,temperate,2025-05-29,5,3,0,spring,11.5,22.2,16.0,11.5,22.2,0,0,0,17.5,31.2,50.6,8.1,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 11.5–22.2°C. Best time outdoors: 6:00.
DAY-01055,WS-006,Susehri,temperate,2025-05-30,5,4,0,spring,6.2,17.1,11.8,4.6,17.1,19.4,0,24,17.7,28.9,81.4,4.4,drizzle,0,6.0,6,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 6.2–17.1°C. Rain 19.4mm. Best time outdoors: 6:00.
DAY-01056,WS-006,Susehri,temperate,2025-05-31,5,5,1,spring,11.9,23.2,17.8,11.9,23.2,4.6,0,24,22.4,43.6,79.4,4.4,drizzle,0,6.0,6,1,long_sleeves_light_layer,long_sleeves_light_layer,long_sleeves_light_layer,Drizzle day. Temp 11.9–23.2°C. Rain 4.6mm. Best time outdoors: 6:00.
DAY-01057,WS-006,Susehri,temperate,2025-06-01,6,6,1,summer,9.0,20.9,15.2,7.3,20.9,13.8,0,23,18.4,28.2,79.9,4.1,drizzle,0,6.2,6,1,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 9.0–20.9°C. Rain 13.8mm. Best time outdoors: 6:00.
DAY-01058,WS-006,Susehri,temperate,2025-06-02,6,0,0,summer,17.1,28.6,22.5,17.1,32.9,30.9,0,23,20.7,30.1,78.9,4.9,drizzle,0,6.2,6,1,t_shirt_comfortable,light_breathable_clothing,long_sleeves_light_layer,Drizzle day. Temp 17.1–28.6°C. Rain 30.9mm. Best time outdoors: 6:00.
DAY-01059,WS-006,Susehri,temperate,2025-06-03,6,1,0,summer,13.9,25.6,20.6,13.9,25.6,0,0,0,17.8,31.9,48.9,8.3,clear,0,10.0,6,0,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 13.9–25.6°C. Best time outdoors: 6:00.
DAY-01060,WS-006,Susehri,temperate,2025-06-04,6,2,0,summer,10.5,21.8,16.1,10.5,21.8,0,0,0,21.4,27.4,46.3,8.1,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 10.5–21.8°C. Best time outdoors: 6:00.
DAY-01061,WS-006,Susehri,temperate,2025-06-05,6,3,0,summer,18.1,29.7,23.9,18.1,36.4,28.5,0,23,25.7,47.6,75.8,5.0,drizzle,0,6.1,16,1,t_shirt_comfortable,light_breathable_clothing,t_shirt_comfortable,Drizzle day. Temp 18.1–29.7°C. Rain 28.5mm. Best time outdoors: 16:00.
DAY-01062,WS-006,Susehri,temperate,2025-06-06,6,4,0,summer,10.2,21.1,15.9,10.2,21.1,0,0,0,25.6,38.7,50.7,7.6,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 10.2–21.1°C. Best time outdoors: 6:00.
DAY-01063,WS-006,Susehri,temperate,2025-06-07,6,5,1,summer,11.4,22.1,16.8,11.4,22.1,0,0,0,21.5,43.0,52.0,9.1,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 11.4–22.1°C. Best time outdoors: 6:00.
DAY-01064,WS-006,Susehri,temperate,2025-06-08,6,6,1,summer,10.3,21.9,16.3,10.3,21.9,3.7,0,20,14.8,22.5,76.4,4.6,drizzle,0,6.7,9,1,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 10.3–21.9°C. Rain 3.7mm. Best time outdoors: 9:00.
DAY-01065,WS-006,Susehri,temperate,2025-06-09,6,0,0,summer,15.4,26.4,21.1,15.4,26.4,0,0,0,20.9,37.4,49.5,9.3,clear,0,10.0,6,0,t_shirt_comfortable,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 15.4–26.4°C. Best time outdoors: 6:00.
DAY-01066,WS-006,Susehri,temperate,2025-06-10,6,1,0,summer,15.3,26.0,20.3,15.3,26.0,31.1,0,24,27.4,43.7,76.5,4.9,drizzle,0,6.0,6,1,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Drizzle day. Temp 15.3–26.0°C. Rain 31.1mm. Best time outdoors: 6:00.
DAY-01067,WS-006,Susehri,temperate,2025-06-11,6,2,0,summer,13.7,24.9,19.3,13.7,24.9,4.1,0,21,17.7,27.5,78.1,4.1,drizzle,0,6.5,6,1,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Drizzle day. Temp 13.7–24.9°C. Rain 4.1mm. Best time outdoors: 6:00.
DAY-01068,WS-006,Susehri,temperate,2025-06-12,6,3,0,summer,15.0,26.4,20.4,15.0,26.4,0,0,0,17.0,30.9,52.4,7.9,clear,0,10.0,6,0,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 15.0–26.4°C. Best time outdoors: 6:00.
DAY-01069,WS-006,Susehri,temperate,2025-06-13,6,4,0,summer,13.9,25.1,19.3,13.9,25.1,0,0,0,22.4,37.0,49.9,9.0,clear,0,10.0,6,0,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 13.9–25.1°C. Best time outdoors: 6:00.
DAY-01070,WS-006,Susehri,temperate,2025-06-14,6,5,1,summer,8.3,18.0,13.5,6.8,18.7,0,0,0,17.7,24.3,48.2,9.0,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 8.3–18.0°C. Best time outdoors: 6:00.
DAY-01071,WS-006,Susehri,temperate,2025-06-15,6,6,1,summer,12.5,23.8,18.2,12.5,23.8,0,0,0,15.1,26.5,51.4,9.3,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 12.5–23.8°C. Best time outdoors: 6:00.
DAY-01072,WS-006,Susehri,temperate,2025-06-16,6,0,0,summer,16.5,27.6,22.0,16.5,28.7,0,0,0,15.1,27.3,52.5,7.5,clear,0,10.0,6,0,t_shirt_comfortable,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 16.5–27.6°C. Best time outdoors: 6:00.
DAY-01073,WS-006,Susehri,temperate,2025-06-17,6,1,0,summer,13.8,25.6,19.5,13.8,25.6,0,0,0,21.3,31.7,48.6,7.4,clear,0,10.0,6,0,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 13.8–25.6°C. Best time outdoors: 6:00.
DAY-01074,WS-006,Susehri,temperate,2025-06-18,6,2,0,summer,11.4,23.6,17.9,11.4,23.6,2.5,0,19,22.3,40.8,77.6,4.1,drizzle,0,6.8,6,1,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Drizzle day. Temp 11.4–23.6°C. Rain 2.5mm. Best time outdoors: 6:00.
DAY-01075,WS-006,Susehri,temperate,2025-06-19,6,3,0,summer,13.3,24.3,19.4,13.3,24.3,0,0,0,22.8,32.1,48.6,9.4,clear,0,10.0,6,0,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 13.3–24.3°C. Best time outdoors: 6:00.
DAY-01076,WS-006,Susehri,temperate,2025-06-20,6,4,0,summer,11.8,23.6,18.5,11.8,23.6,0,0,0,19.6,28.8,47.4,8.5,clear,0,10.0,6,0,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 11.8–23.6°C. Best time outdoors: 6:00.
DAY-01077,WS-006,Susehri,temperate,2025-06-21,6,5,1,summer,15.6,26.8,21.4,15.6,26.8,0,0,0,19.8,34.4,50.8,8.6,clear,0,10.0,6,0,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 15.6–26.8°C. Best time outdoors: 6:00.
DAY-01078,WS-006,Susehri,temperate,2025-06-22,6,6,1,summer,20.1,31.5,26.2,20.1,38.1,0,0,0,19.7,29.7,46.4,8.3,clear,0,9.8,6,0,t_shirt_comfortable,very_light_clothing_stay_hydrated,t_shirt_comfortable,Clear day. Temp 20.1–31.5°C. Best time outdoors: 6:00.
DAY-01079,WS-006,Susehri,temperate,2025-06-23,6,0,0,summer,7.9,20.5,15.0,6.9,20.5,26.6,0,24,22.0,36.5,74.7,4.4,drizzle,0,6.0,6,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 7.9–20.5°C. Rain 26.6mm. Best time outdoors: 6:00.
DAY-01080,WS-006,Susehri,temperate,2025-06-24,6,1,0,summer,10.5,22.3,15.9,10.5,22.3,13.8,0,23,18.7,25.0,77.7,4.3,drizzle,0,6.2,6,1,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 10.5–22.3°C. Rain 13.8mm. Best time outdoors: 6:00.
DAY-01081,WS-006,Susehri,temperate,2025-06-25,6,2,0,summer,12.4,23.3,17.9,12.4,23.3,0,0,0,17.7,30.0,50.1,8.4,clear,0,10.0,6,0,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 12.4–23.3°C. Best time outdoors: 6:00.
DAY-01082,WS-006,Susehri,temperate,2025-06-26,6,3,0,summer,16.4,27.3,22.3,16.4,28.5,0,0,0,18.1,26.1,51.5,8.2,clear,0,10.0,6,0,t_shirt_comfortable,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 16.4–27.3°C. Best time outdoors: 6:00.
DAY-01083,WS-006,Susehri,temperate,2025-06-27,6,4,0,summer,10.3,21.5,15.8,10.3,21.5,24.8,0,24,19.9,37.5,78.9,4.9,drizzle,0,6.0,6,1,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 10.3–21.5°C. Rain 24.8mm. Best time outdoors: 6:00.
DAY-01084,WS-006,Susehri,temperate,2025-06-28,6,5,1,summer,10.9,23.6,17.3,10.9,23.6,0,0,0,26.4,43.1,46.9,9.1,clear,0,10.0,6,0,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 10.9–23.6°C. Best time outdoors: 6:00.
DAY-01085,WS-006,Susehri,temperate,2025-06-29,6,6,1,summer,18.0,28.6,23.4,18.0,30.8,0,0,0,24.2,37.0,46.7,9.2,clear,0,10.0,6,0,t_shirt_comfortable,light_breathable_clothing,long_sleeves_light_layer,Clear day. Temp 18.0–28.6°C. Best time outdoors: 6:00.
DAY-01086,WS-006,Susehri,temperate,2025-06-30,6,0,0,summer,13.4,25.0,19.4,13.4,25.0,0,0,0,16.0,28.3,52.1,8.8,clear,0,10.0,6,0,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 13.4–25.0°C. Best time outdoors: 6:00.
DAY-01087,WS-007,Ankara,semi-arid_continental,2025-01-01,1,2,0,winter,-10.0,2.6,-4.3,-16.5,12.7,16.3,17,5,15.2,25.2,78.7,1.0,snow,0,2.1,7,1,heavy_winter_coat_gloves_hat,warm_jacket_layers,light_jacket_or_sweater,Snow day. Temp -10.0–2.6°C. Rain 16.3mm. Best time outdoors: 7:00.
DAY-01088,WS-007,Ankara,semi-arid_continental,2025-01-02,1,3,0,winter,-6.5,4.1,-0.8,-11.5,14.4,0,0,0,21.0,33.7,49.6,1.9,clear,0,8.2,7,0,winter_coat_scarf_gloves,warm_jacket_layers,winter_coat_scarf_gloves,Clear day. Temp -6.5–4.1°C. Best time outdoors: 7:00.
DAY-01089,WS-007,Ankara,semi-arid_continental,2025-01-03,1,4,0,winter,-11.5,-1.5,-6.8,-18.5,11.7,0,0,0,15.2,21.9,47.1,1.8,clear,0,6.2,6,0,light_jacket_or_sweater,light_jacket_or_sweater,heavy_winter_coat_gloves_hat,Clear day. Temp -11.5–-1.5°C. Best time outdoors: 6:00.
DAY-01090,WS-007,Ankara,semi-arid_continental,2025-01-04,1,5,1,winter,-4.0,6.1,0.9,-11.2,16.8,0,0,0,26.3,33.0,51.3,1.8,clear,0,8.6,7,0,winter_coat_scarf_gloves,long_sleeves_light_layer,winter_coat_scarf_gloves,Clear day. Temp -4.0–6.1°C. Best time outdoors: 7:00.
DAY-01091,WS-007,Ankara,semi-arid_continental,2025-01-05,1,6,1,winter,-10.7,0.6,-5.5,-17.1,13.3,0,0,0,21.6,35.5,53.2,1.9,clear,0,6.8,11,0,heavy_winter_coat_gloves_hat,winter_coat_scarf_gloves,winter_coat_scarf_gloves,Clear day. Temp -10.7–0.6°C. Best time outdoors: 11:00.
DAY-01092,WS-007,Ankara,semi-arid_continental,2025-01-06,1,0,0,winter,-13.2,-2.1,-7.6,-21.5,11.8,0,0,0,19.8,35.7,49.3,1.9,clear,0,5.8,8,0,heavy_winter_coat_gloves_hat,winter_coat_scarf_gloves,heavy_winter_coat_gloves_hat,Clear day. Temp -13.2–-2.1°C. Best time outdoors: 8:00.
DAY-01093,WS-007,Ankara,semi-arid_continental,2025-01-07,1,1,0,winter,-8.7,1.9,-3.2,-13.7,14.3,0,0,0,13.4,22.9,52.1,1.9,clear,0,7.7,7,0,winter_coat_scarf_gloves,winter_coat_scarf_gloves,winter_coat_scarf_gloves,Clear day. Temp -8.7–1.9°C. Best time outdoors: 7:00.
DAY-01094,WS-007,Ankara,semi-arid_continental,2025-01-08,1,2,0,winter,-8.8,2.8,-3.6,-16.1,12.9,15.6,19,5,25.0,36.1,79.8,1.1,snow,0,1.8,10,1,winter_coat_scarf_gloves,warm_jacket_layers,heavy_winter_coat_gloves_hat,Snow day. Temp -8.8–2.8°C. Rain 15.6mm. Best time outdoors: 10:00.
DAY-01095,WS-007,Ankara,semi-arid_continental,2025-01-09,1,3,0,winter,-13.0,-1.0,-6.8,-19.5,12.5,0,0,0,24.3,47.0,46.6,1.7,clear,0,5.8,7,0,heavy_winter_coat_gloves_hat,winter_coat_scarf_gloves,heavy_winter_coat_gloves_hat,Clear day. Temp -13.0–-1.0°C. Best time outdoors: 7:00.
DAY-01096,WS-007,Ankara,semi-arid_continental,2025-01-10,1,4,0,winter,-10.0,1.1,-4.4,-16.0,11.1,0,0,0,20.4,37.8,48.5,2.0,clear,0,7.1,10,0,winter_coat_scarf_gloves,winter_coat_scarf_gloves,winter_coat_scarf_gloves,Clear day. Temp -10.0–1.1°C. Best time outdoors: 10:00.
DAY-01097,WS-007,Ankara,semi-arid_continental,2025-01-11,1,5,1,winter,-13.1,-1.7,-7.0,-18.4,11.4,0,0,0,17.3,29.1,51.1,2.0,clear,0,6.1,9,0,winter_coat_scarf_gloves,light_jacket_or_sweater,heavy_winter_coat_gloves_hat,Clear day. Temp -13.1–-1.7°C. Best time outdoors: 9:00.
DAY-01098,WS-007,Ankara,semi-arid_continental,2025-01-12,1,6,1,winter,-9.4,1.7,-3.7,-14.4,0.9,9.2,17,6,18.9,31.3,76.2,1.0,snow,0,2.1,6,1,winter_coat_scarf_gloves,winter_coat_scarf_gloves,heavy_winter_coat_gloves_hat,Snow day. Temp -9.4–1.7°C. Rain 9.2mm. Best time outdoors: 6:00.
DAY-01099,WS-007,Ankara,semi-arid_continental,2025-01-13,1,0,0,winter,-12.3,-1.0,-6.5,-19.3,12.4,22.6,24,0,20.8,31.7,81.9,1.1,snow,0,0.4,9,1,heavy_winter_coat_gloves_hat,winter_coat_scarf_gloves,heavy_winter_coat_gloves_hat,Snow day. Temp -12.3–-1.0°C. Rain 22.6mm. Best time outdoors: 9:00.
DAY-01100,WS-007,Ankara,semi-arid_continental,2025-01-14,1,1,0,winter,-6.3,4.6,-0.6,-8.2,15.4,0,0,0,13.0,25.6,49.6,1.9,clear,0,8.3,7,0,winter_coat_scarf_gloves,long_sleeves_light_layer,winter_coat_scarf_gloves,Clear day. Temp -6.3–4.6°C. Best time outdoors: 7:00.
DAY-01101,WS-007,Ankara,semi-arid_continental,2025-01-15,1,2,0,winter,-7.2,3.8,-1.9,-13.0,11.9,0,0,0,16.1,29.9,49.7,1.8,clear,0,8.1,7,0,light_jacket_or_sweater,warm_jacket_layers,winter_coat_scarf_gloves,Clear day. Temp -7.2–3.8°C. Best time outdoors: 7:00.
DAY-01102,WS-007,Ankara,semi-arid_continental,2025-01-16,1,3,0,winter,-13.0,-0.3,-7.1,-19.1,10.5,16.5,24,0,20.8,35.7,74.4,1.1,snow,0,0.5,6,1,light_jacket_or_sweater,winter_coat_scarf_gloves,heavy_winter_coat_gloves_hat,Snow day. Temp -13.0–-0.3°C. Rain 16.5mm. Best time outdoors: 6:00.
DAY-01103,WS-007,Ankara,semi-arid_continental,2025-01-17,1,4,0,winter,-10.3,0.3,-5.1,-15.8,12.8,0,0,0,20.7,41.1,53.6,1.9,clear,0,6.7,13,0,winter_coat_scarf_gloves,light_jacket_or_sweater,heavy_winter_coat_gloves_hat,Clear day. Temp -10.3–0.3°C. Best time outdoors: 13:00.
DAY-01104,WS-007,Ankara,semi-arid_continental,2025-01-18,1,5,1,winter,-7.9,4.5,-2.3,-13.3,2.7,10.6,18,6,24.6,46.3,77.2,1.0,snow,0,1.9,9,1,winter_coat_scarf_gloves,winter_coat_scarf_gloves,winter_coat_scarf_gloves,Snow day. Temp -7.9–4.5°C. Rain 10.6mm. Best time outdoors: 9:00.
DAY-01105,WS-007,Ankara,semi-arid_continental,2025-01-19,1,6,1,winter,-9.8,1.8,-4.3,-16.4,13.1,0,0,0,16.7,29.0,52.6,1.9,clear,0,7.2,8,0,heavy_winter_coat_gloves_hat,warm_jacket_layers,heavy_winter_coat_gloves_hat,Clear day. Temp -9.8–1.8°C. Best time outdoors: 8:00.
DAY-01106,WS-007,Ankara,semi-arid_continental,2025-01-20,1,0,0,winter,-12.8,-0.7,-6.6,-15.2,7.6,9.7,21,0,18.2,35.0,78.2,1.1,snow,0,1.1,13,1,heavy_winter_coat_gloves_hat,winter_coat_scarf_gloves,warm_jacket_layers,Snow day. Temp -12.8–-0.7°C. Rain 9.7mm. Best time outdoors: 13:00.
DAY-01107,WS-007,Ankara,semi-arid_continental,2025-01-21,1,1,0,winter,-7.0,2.9,-2.5,-13.4,13.1,22.8,15,8,18.3,28.6,78.9,1.1,snow,0,3.0,6,1,winter_coat_scarf_gloves,warm_jacket_layers,winter_coat_scarf_gloves,Snow day. Temp -7.0–2.9°C. Rain 22.8mm. Best time outdoors: 6:00.
DAY-01108,WS-007,Ankara,semi-arid_continental,2025-01-22,1,2,0,winter,-11.5,0.6,-5.9,-18.2,12.4,0,0,0,24.6,33.5,49.4,2.0,clear,0,6.6,12,0,heavy_winter_coat_gloves_hat,winter_coat_scarf_gloves,warm_jacket_layers,Clear day. Temp -11.5–0.6°C. Best time outdoors: 12:00.
DAY-01109,WS-007,Ankara,semi-arid_continental,2025-01-23,1,3,0,winter,-8.1,3.7,-2.2,-12.2,13.4,0,0,0,20.5,27.8,50.2,2.1,clear,0,8.1,8,0,winter_coat_scarf_gloves,warm_jacket_layers,heavy_winter_coat_gloves_hat,Clear day. Temp -8.1–3.7°C. Best time outdoors: 8:00.
DAY-01110,WS-007,Ankara,semi-arid_continental,2025-01-24,1,4,0,winter,-11.3,-0.6,-6.1,-18.8,12.6,0,0,0,17.7,29.1,51.8,2.0,clear,0,6.3,9,0,winter_coat_scarf_gloves,winter_coat_scarf_gloves,heavy_winter_coat_gloves_hat,Clear day. Temp -11.3–-0.6°C. Best time outdoors: 9:00.
DAY-01111,WS-007,Ankara,semi-arid_continental,2025-01-25,1,5,1,winter,-7.8,3.7,-1.9,-13.0,14.5,25.9,13,10,18.3,32.2,77.7,0.9,snow,0,3.2,20,1,warm_jacket_layers,winter_coat_scarf_gloves,winter_coat_scarf_gloves,Snow day. Temp -7.8–3.7°C. Rain 25.9mm. Best time outdoors: 20:00.
DAY-01112,WS-007,Ankara,semi-arid_continental,2025-01-26,1,6,1,winter,-10.3,-0.0,-5.0,-15.9,12.2,0,0,0,20.1,37.7,51.2,1.8,clear,0,6.8,10,0,heavy_winter_coat_gloves_hat,winter_coat_scarf_gloves,heavy_winter_coat_gloves_hat,Clear day. Temp -10.3–-0.0°C. Best time outdoors: 10:00.
DAY-01113,WS-007,Ankara,semi-arid_continental,2025-01-27,1,0,0,winter,-7.0,5.1,-1.5,-13.1,14.3,0,0,0,19.3,33.0,49.6,2.0,clear,0,7.9,9,0,winter_coat_scarf_gloves,light_jacket_or_sweater,winter_coat_scarf_gloves,Clear day. Temp -7.0–5.1°C. Best time outdoors: 9:00.
DAY-01114,WS-007,Ankara,semi-arid_continental,2025-01-28,1,1,0,winter,-13.2,-1.7,-7.4,-18.9,10.1,0,0,0,21.2,33.5,51.8,1.9,clear,0,5.9,6,0,light_jacket_or_sweater,winter_coat_scarf_gloves,warm_jacket_layers,Clear day. Temp -13.2–-1.7°C. Best time outdoors: 6:00.
DAY-01115,WS-007,Ankara,semi-arid_continental,2025-01-29,1,2,0,winter,-13.3,-2.7,-7.9,-21.9,11.0,0,0,0,19.3,37.1,46.5,1.8,clear,0,6.0,7,0,heavy_winter_coat_gloves_hat,winter_coat_scarf_gloves,heavy_winter_coat_gloves_hat,Clear day. Temp -13.3–-2.7°C. Best time outdoors: 7:00.
DAY-01116,WS-007,Ankara,semi-arid_continental,2025-01-30,1,3,0,winter,-17.8,-4.9,-10.5,-25.8,7.8,0,0,0,22.8,37.4,52.8,2.0,clear,0,5.1,17,0,heavy_winter_coat_gloves_hat,heavy_winter_coat_gloves_hat,heavy_winter_coat_gloves_hat,Clear day. Temp -17.8–-4.9°C. Best time outdoors: 17:00.
